"answer","question"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_eğitim_dili_ingilizce_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_türkçe_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_eğitimi_yüzde_30_mu"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_yüzde_30_ingilizce_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_eğitim_yüzdesi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_eğitimi_tamamen_türkçe_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_tamamen_türkçe_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_ingilizce_eğitim_var_mı"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_dersleri_ingilizce_mi"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_dil_oranı_nedir"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_dili_nedir"
"Bilgisayar mühendisliği eğitim dili %100 Türkçedir, isteğe bağlı hazırlık bulunmaktadır.","bilgisayar_mühendisliği_türkçe_midir"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılımlar_öğretilmektedir"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılımlar_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılım_dersleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_hangi_yazılımlar_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılımlar_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dersi_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_diller_öğretiliyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dilleri_neler"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_hangi_yazılım_dilleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dersi_içerikleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_yazılım_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dersleri_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_yazılım_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_hangi_yazılım_dilleri_görülür"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_hangi_yazılımlar_öğretiliyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_yazılım_dersleri_neler"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_alanları"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_hangi_programlama_dilleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_programlama_dilleri_görülür"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_programlama_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bm_programlama_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_ve_dil_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_bölümünde_hangi_yazılım_dersleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_bölümü_yazılım_dersleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılımlar_gösteriliyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılımlar_işleniyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_işlenen_yazılımlar"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_öğretilen_yazılımlar"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_öğretilen_yazılım_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_anlatılan_yazılımlar"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_gösterilen_yazılımlar"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılım_dilleri_anlatılıyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_hangi_yazılım_dilleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","hangi_yazılım_dilleri_anlatılıyor"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","hangi_yazılım_dilleri_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dilleri_nelerdir"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_öğretilen_diller"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_öğretiliyor_mu"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dilleri_nelerdir"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_derslerinde_yazılım_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_derslerinde_hangi_diller_var"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_derslerinde_öğretilen_diller"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_uygulanan_yazılım_dilleri"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dersleri_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_yazılım_dersleri_içeriyor_mu"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dersleri_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_dersleri_işleniyor_mu"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_anlatılıyor_mu"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliğinde_yazılım_konuları"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_müfredatında_yazılım_var_mı"
"Yazılım alanında bir çok ders olmakla birlikte bunların içerikleri = Java, C, C#, SQL, PHP, HTML, Python, Arduino gibi dillerdir","bilgisayar_mühendisliği_hangi_programlama_dillerini_kullanıyor"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_dersleri_işleniyor_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliği_donanım_dersleri"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_dersleri"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_var_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_işleniyor_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_hangi_donanımlar_anlatılıyor"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_dersleri_var_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_anlatılıyor_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_donanım_konuları"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Bölümde_sayısal_tasarım_dersi_var_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Bilgisayar_Mimarisi_dersi_zorunlu_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Donanım_ağırlıklı_dersler_hangileri"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Hardware_dersleri_veriliyor_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Bilgisayar_organizasyonu_dersi_var_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Donanım_dersleri_hangileridir"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","Donanım_dersleri_nelerdir"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliği_donanım_dersleri_nelerdir"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_hangi_donanım_dersleri_var"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliği_derslerinde_donanım_var_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_dersleri_içerik"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliğinde_hangi_dersler_donanım_ile_ilgili"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","bilgisayar_mühendisliği_donanım_ağırlıklı_mı"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_dersleri_öğretiliyor_mu"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_ile_ilgili_dersler"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_dersleri_nasıl"
"bilgisayar mimarisi ve sayısal tasarım gibi donanım dersleri vardır.","donanım_eğitimi_var_mı"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_staj"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_staj_var_mı"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliğinde_staj_var_mı"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_staj_zorunlu_mu"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliğinde_staj_zorunlu_mu"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_staj_yapılıyor_mu"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliğinde_staj"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliğinde_staj_yapılacak_mıyız"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_zorunlu_staj_yapılıyor_mu"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_zorunlu_staj_var_mı"
"1 adet zorunlu yaz stajı ve isteğe (sartları karşılayan) bağlı İME stajı bulunmaktadır zorunlu staj 3.sınıfın yaz döneminde yapılmaktadır","bilgisayar_mühendisliği_staj_nerede_yapılıyor"
